,Code_AL,ID_AL,Code_SA,ID_SA,Code_DA,ID_DA,Codeshare,Stops,Code_PT
7871,AL18,AL18,DEN,3751,YMM,90,Y,0,CR7
7872,AL18,AL18,DEN,3751,YQR,120,Y,0,CRJ
7873,AL18,AL18,DEN,3751,YUL,146,,0,E90
7874,AL18,AL18,DEN,3751,YVR,156,Y,0,319 320 CR7 738
7875,AL18,AL18,DEN,3751,YWG,160,Y,0,ERJ
7876,AL18,AL18,DEN,3751,YXE,166,Y,0,ERJ
7877,AL18,AL18,DEN,3751,YYC,178,Y,0,CRJ 738 320 739
7878,AL18,AL18,DEN,3751,YYZ,193,,0,E90
7879,AL18,AL18,DFW,3670,YYZ,193,,0,E75
7880,AL18,AL18,DKR,1084,BRU,302,Y,0,333
7881,AL18,AL18,DKR,1084,CKY,4162,Y,0,333
7882,AL18,AL18,DLA,897,BRU,302,Y,0,333
7883,AL18,AL18,DLA,897,FIH,1020,Y,0,333
7884,AL18,AL18,DOH,11051,BAH,2057,Y,0,333
7885,AL18,AL18,DOH,11051,FRA,340,Y,0,333
7886,AL18,AL18,DTW,3645,YYZ,193,Y,0,CRJ BEH
7887,AL18,AL18,DUB,599,YYZ,193,Y,0,763
7888,AL18,AL18,EBB,1187,BRU,302,Y,0,332
7889,AL18,AL18,EWR,3494,MSY,3861,Y,0,319 E70 320 738
7890,AL18,AL18,EWR,3494,YEG,49,Y,0,319
7891,AL18,AL18,EWR,3494,YUL,146,Y,0,CRJ
7892,AL18,AL18,EWR,3494,YVR,156,,0,319
7893,AL18,AL18,EWR,3494,YYC,178,,0,E90
7894,AL18,AL18,EWR,3494,YYZ,193,,0,E75 E90
7895,AL18,AL18,EZE,3988,SCL,2650,,0,763
7896,AL18,AL18,FCO,1555,YYZ,193,,0,333
7897,AL18,AL18,FDF,2878,YUL,146,,0,319
7898,AL18,AL18,FIH,1020,BRU,302,Y,0,333
7899,AL18,AL18,FIH,1020,DLA,897,Y,0,333
7900,AL18,AL18,FLL,3533,YUL,146,,0,320
7901,AL18,AL18,FLL,3533,YYZ,193,,0,320
7902,AL18,AL18,FRA,340,DOH,11051,Y,0,333
7903,AL18,AL18,FRA,340,JED,2072,Y,0,333
7904,AL18,AL18,FRA,340,LCA,1197,Y,0,319 321
7905,AL18,AL18,FRA,340,NAP,1561,Y,0,321
7906,AL18,AL18,FRA,340,VLC,1246,Y,0,319
7907,AL18,AL18,FRA,340,VNO,3959,Y,0,321
7908,AL18,AL18,FRA,340,YOW,100,,0,333
7909,AL18,AL18,FRA,340,YUL,146,,0,333
7910,AL18,AL18,FRA,340,YVR,156,Y,0,744
7911,AL18,AL18,FRA,340,YYC,178,,0,77W
7912,AL18,AL18,FRA,340,YYZ,193,,0,77W
7913,AL18,AL18,GCM,1926,YYZ,193,,0,E90
7914,AL18,AL18,GDN,668,CPH,609,Y,0,M80
7915,AL18,AL18,GGT,1941,YYZ,193,,0,E90
7916,AL18,AL18,GND,2882,YYZ,193,,0,319
7917,AL18,AL18,GRU,2564,YYZ,193,,0,763
7918,AL18,AL18,GVA,1665,YUL,146,,0,333
7919,AL18,AL18,HAV,1909,YYZ,193,,0,E90
7920,AL18,AL18,HKG,3077,YVR,156,,0,77W
7921,AL18,AL18,HKG,3077,YYZ,193,,0,77L
7922,AL18,AL18,HND,2359,YVR,156,,0,763
7923,AL18,AL18,HNL,3728,YVR,156,,0,763
7924,AL18,AL18,HOG,1910,YUL,146,,0,319
7925,AL18,AL18,HOG,1910,YYZ,193,,0,319
7926,AL18,AL18,IAD,3714,MSY,3861,Y,0,ERJ CR7 738 E70 739
7927,AL18,AL18,IAD,3714,YOW,100,Y,0,ERJ
7928,AL18,AL18,IAD,3714,YUL,146,Y,0,ERJ CRJ
7929,AL18,AL18,IAD,3714,YYZ,193,Y,0,ERJ CRJ CR7
7930,AL18,AL18,IAH,3550,MSY,3861,Y,0,CR7 320 73G 738 E70 ERJ 319
7931,AL18,AL18,IAH,3550,YEG,49,Y,0,738 320 737 319
7932,AL18,AL18,IAH,3550,YUL,146,Y,0,E70
7933,AL18,AL18,IAH,3550,YYC,178,Y,0,CRA 738 320 739
7934,AL18,AL18,IAH,3550,YYZ,193,Y,0,CRA
7935,AL18,AL18,ICN,3930,BKK,3885,Y,0,333 777
7936,AL18,AL18,ICN,3930,YVR,156,,0,763
7937,AL18,AL18,IND,3585,YYZ,193,Y,0,CRJ
7938,AL18,AL18,IST,1701,YYZ,193,,0,763 77W
7939,AL18,AL18,JED,2072,ADD,1107,Y,0,333
7940,AL18,AL18,JED,2072,FRA,340,Y,0,333
7941,AL18,AL18,JED,2072,IST,1701,,0,321
7942,AL18,AL18,JFK,3797,YYZ,193,Y,0,CRA
7943,AL18,AL18,KGL,1165,EBB,1187,Y,0,332
7944,AL18,AL18,KGL,1165,NBO,4059,Y,0,332
7945,AL18,AL18,KIN,1779,YYZ,193,,0,319
7946,AL18,AL18,LAD,951,FIH,1020,Y,0,333
7947,AL18,AL18,LAS,3877,YUL,146,,0,763
7948,AL18,AL18,LAS,3877,YVR,156,,0,319
7949,AL18,AL18,LAS,3877,YYC,178,,0,319
7950,AL18,AL18,LAS,3877,YYZ,193,,0,763 319
7951,AL18,AL18,LAX,3484,YLW,87,Y,0,CR7
7952,AL18,AL18,LAX,3484,YUL,146,,0,319
7953,AL18,AL18,LAX,3484,YVR,156,,0,319
7954,AL18,AL18,LAX,3484,YYC,178,,0,319
7955,AL18,AL18,LAX,3484,YYZ,193,,0,320 321
7956,AL18,AL18,LCA,1197,FRA,340,Y,0,319 321
7957,AL18,AL18,LGA,3697,YOW,100,Y,0,CRJ
7958,AL18,AL18,LGA,3697,YUL,146,,0,E75
7959,AL18,AL18,LGA,3697,YYZ,193,,0,E90 E75
7960,AL18,AL18,LHR,507,YEG,49,,0,763
7961,AL18,AL18,LHR,507,YHZ,73,,0,763
7962,AL18,AL18,LHR,507,YOW,100,,0,763
7963,AL18,AL18,LHR,507,YUL,146,,0,77W
7964,AL18,AL18,LHR,507,YVR,156,,0,77W
7965,AL18,AL18,LHR,507,YYC,178,,0,333
7966,AL18,AL18,LHR,507,YYT,189,,0,319
7967,AL18,AL18,LHR,507,YYZ,193,,0,77L 763 77W 333
7968,AL18,AL18,LIM,2789,YYZ,193,,0,763
7969,AL18,AL18,LIR,1881,YYZ,193,,0,319
7970,AL18,AL18,MBJ,1780,YHZ,73,,0,319
7971,AL18,AL18,MBJ,1780,YUL,146,,0,319
7972,AL18,AL18,MBJ,1780,YYZ,193,,0,319
7973,AL18,AL18,MCI,3458,YYZ,193,Y,0,CRJ
7974,AL18,AL18,MCO,3878,YUL,146,,0,319
7975,AL18,AL18,MCO,3878,YYZ,193,,0,319
7976,AL18,AL18,MDT,3542,YYZ,193,Y,0,BEH
7977,AL18,AL18,MEX,1824,YVR,156,,0,319
7978,AL18,AL18,MEX,1824,YYZ,193,,0,319
7979,AL18,AL18,MIA,3576,GUA,1767,Y,0,E90
7980,AL18,AL18,MIA,3576,YYZ,193,,0,E90
7981,AL18,AL18,MKE,3717,YYZ,193,Y,0,CRJ
7982,AL18,AL18,MSP,3858,YYZ,193,Y,0,CRA CRJ
7983,AL18,AL18,MSY,3861,DEN,3751,Y,0,320 738 ERJ
7984,AL18,AL18,MSY,3861,EWR,3494,Y,0,738 ERJ 320 319
7985,AL18,AL18,MSY,3861,IAD,3714,Y,0,320 E70 319 CR7
7986,AL18,AL18,MSY,3861,IAH,3550,Y,0,319 738 73G 320 ERJ
7987,AL18,AL18,MSY,3861,ORD,3830,Y,0,320 CR7 319 ERJ
7988,AL18,AL18,MSY,3861,YYZ,193,Y,0,CRA
7989,AL18,AL18,MUC,346,SOF,1194,Y,0,E95
7990,AL18,AL18,MUC,346,YUL,146,Y,0,333
7991,AL18,AL18,MUC,346,YVR,156,Y,0,333
7992,AL18,AL18,MUC,346,YYZ,193,,0,77W
7993,AL18,AL18,NAP,1561,FRA,340,Y,0,320 321 319
7994,AL18,AL18,NAS,1953,YYZ,193,,0,319
7995,AL18,AL18,NBO,4059,BRU,302,Y,0,332
7996,AL18,AL18,NRT,2279,BKK,3885,Y,0,777
7997,AL18,AL18,NRT,2279,YVR,156,,0,763
7998,AL18,AL18,NRT,2279,YYC,178,,0,763
7999,AL18,AL18,NRT,2279,YYZ,193,,0,77W
8000,AL18,AL18,OGG,3456,YVR,156,,0,763
8001,AL18,AL18,ORD,3830,MSY,3861,Y,0,320 CR7 ERJ 319
8002,AL18,AL18,ORD,3830,YEG,49,Y,0,E70 CR7
8003,AL18,AL18,ORD,3830,YHZ,73,Y,0,ERJ
8004,AL18,AL18,ORD,3830,YOW,100,Y,0,ERJ E70
8005,AL18,AL18,ORD,3830,YQB,111,Y,0,ERJ
8006,AL18,AL18,ORD,3830,YQR,120,Y,0,CRJ
8007,AL18,AL18,ORD,3830,YUL,146,,0,E75
8008,AL18,AL18,ORD,3830,YVR,156,Y,0,319 320 739 737 738
8009,AL18,AL18,ORD,3830,YWG,160,Y,0,ERJ CRJ
8010,AL18,AL18,ORD,3830,YXU,174,Y,0,CRJ
8011,AL18,AL18,ORD,3830,YYC,178,Y,0,CR7 737
8012,AL18,AL18,ORD,3830,YYZ,193,,0,E75
8013,AL18,AL18,OUA,246,ABJ,253,Y,0,333
8014,AL18,AL18,OUA,246,BRU,302,Y,0,333
8015,AL18,AL18,PAP,1897,YUL,146,,0,763
8016,AL18,AL18,PDX,3720,YVR,156,Y,0,DH3
8017,AL18,AL18,PDX,3720,YYC,178,Y,0,CRJ
8018,AL18,AL18,PEK,3364,YVR,156,,0,330 77W
8019,AL18,AL18,PEK,3364,YYZ,193,,0,77W
8020,AL18,AL18,PHL,3752,YYZ,193,,0,E75
8021,AL18,AL18,PHX,3462,YYZ,193,,0,319
8022,AL18,AL18,PIT,3570,YYZ,193,Y,0,DH1
8023,AL18,AL18,PLS,1754,YUL,146,,0,319
8024,AL18,AL18,PLS,1754,YYZ,193,,0,E90
8025,AL18,AL18,POP,1761,YHZ,73,,0,319
8026,AL18,AL18,POP,1761,YYZ,193,,0,319
8027,AL18,AL18,PTP,2881,YUL,146,,0,319
8028,AL18,AL18,PUJ,1760,YUL,146,,0,319
8029,AL18,AL18,PUJ,1760,YYZ,193,,0,319
8030,AL18,AL18,PVG,3406,YVR,156,,0,763
8031,AL18,AL18,PVG,3406,YYZ,193,,0,77L
8032,AL18,AL18,PVR,1836,YVR,156,,0,319
8033,AL18,AL18,PVR,1836,YYC,178,,0,319
8034,AL18,AL18,RDU,3626,YYZ,193,Y,0,CRJ
8035,AL18,AL18,ROC,3622,YYZ,193,Y,0,BEH
8036,AL18,AL18,RSW,3793,YYZ,193,,0,320
8037,AL18,AL18,SAN,3731,YYZ,193,,0,319
8038,AL18,AL18,SCL,2650,EZE,3988,,0,763
8039,AL18,AL18,SCL,2650,YYZ,193,,0,763
8040,AL18,AL18,SEA,3577,YVR,156,Y,0,DH3
8041,AL18,AL18,SEA,3577,YYZ,193,,0,E90
8042,AL18,AL18,SFO,3469,YEG,49,Y,0,CR7
8043,AL18,AL18,SFO,3469,YUL,146,,0,319
8044,AL18,AL18,SFO,3469,YVR,156,,0,E90 320 319
8045,AL18,AL18,SFO,3469,YYC,178,Y,0,CR7
8046,AL18,AL18,SFO,3469,YYJ,184,Y,0,CRJ
8047,AL18,AL18,SFO,3469,YYZ,193,,0,320
8048,AL18,AL18,SJD,1840,YYC,178,,0,319
8049,AL18,AL18,SJO,1885,YYZ,193,,0,319
8050,AL18,AL18,SNU,1918,YHZ,73,,0,320
8051,AL18,AL18,SNU,1918,YUL,146,,0,319
8052,AL18,AL18,SNU,1918,YYZ,193,,0,319
8053,AL18,AL18,STL,3678,YYZ,193,Y,0,CRJ
8054,AL18,AL18,SYD,3361,YVR,156,,0,77L
8055,AL18,AL18,SYR,3745,YYZ,193,Y,0,BEH
8056,AL18,AL18,TLV,1590,YUL,146,,0,763
8057,AL18,AL18,TLV,1590,YYZ,193,,0,763
8058,AL18,AL18,TPA,3646,YYZ,193,,0,319
8059,AL18,AL18,TRD,665,CPH,609,Y,0,M80
8060,AL18,AL18,UVF,2894,YYZ,193,,0,319
8061,AL18,AL18,VIE,1613,YYZ,193,Y,0,763
8062,AL18,AL18,VLC,1246,FRA,340,Y,0,319
8063,AL18,AL18,VNO,3959,CPH,609,Y,0,M80
8064,AL18,AL18,VNO,3959,FRA,340,Y,0,320 321
8065,AL18,AL18,VRA,1923,YUL,146,,0,320
8066,AL18,AL18,VRA,1923,YYC,178,,0,319
8067,AL18,AL18,VRA,1923,YYZ,193,,0,319
8068,AL18,AL18,WAW,679,CPH,609,Y,0,M80
8069,AL18,AL18,WAW,679,YYZ,193,,0,788
8070,AL18,AL18,YAM,21,YYZ,193,Y,0,DH1
8071,AL18,AL18,YBC,27,YUL,146,Y,0,DH1
8072,AL18,AL18,YBC,27,YYY,192,Y,0,DH1
8073,AL18,AL18,YBG,28,YUL,146,Y,0,DH1
8074,AL18,AL18,YBL,30,YQQ,119,Y,0,BEH
8075,AL18,AL18,YCD,33,YVR,156,Y,0,DH3
8076,AL18,AL18,YCG,34,YVR,156,Y,0,DH3
8077,AL18,AL18,YCG,34,YYC,178,Y,0,DH3
8078,AL18,AL18,YDF,45,YHZ,73,Y,0,CRJ DH1
8079,AL18,AL18,YDF,45,YYR,188,Y,0,BEH
8080,AL18,AL18,YDF,45,YYT,189,Y,0,BEH
8081,AL18,AL18,YDF,45,YYZ,193,,0,E90
8082,AL18,AL18,YEG,49,DEN,3751,Y,0,CR7 CRJ 319 E70
8083,AL18,AL18,YEG,49,EWR,3494,Y,0,319
8084,AL18,AL18,YEG,49,IAH,3550,Y,0,738 320 737 319
8085,AL18,AL18,YEG,49,LHR,507,,0,763
8086,AL18,AL18,YEG,49,ORD,3830,Y,0,E70 CR7
8087,AL18,AL18,YEG,49,SFO,3469,Y,0,CR7
8088,AL18,AL18,YEG,49,YMM,90,Y,0,DH4
8089,AL18,AL18,YEG,49,YOW,100,,0,E90
8090,AL18,AL18,YEG,49,YQR,120,Y,0,DH3
8091,AL18,AL18,YEG,49,YQU,122,Y,0,DH3
8092,AL18,AL18,YEG,49,YUL,146,,0,320
8093,AL18,AL18,YEG,49,YVR,156,,0,E90 320 319
8094,AL18,AL18,YEG,49,YWG,160,Y,0,CRJ
8095,AL18,AL18,YEG,49,YXE,166,Y,0,DH3
8096,AL18,AL18,YEG,49,YYC,178,Y,0,DH4 CRJ DH3
8097,AL18,AL18,YEG,49,YYZ,193,,0,320 319 E90
8098,AL18,AL18,YEG,49,YZF,196,Y,0,CRJ
8099,AL18,AL18,YFC,56,YHZ,73,,0,BEH
8100,AL18,AL18,YFC,56,YOW,100,Y,0,DH1
8101,AL18,AL18,YFC,56,YUL,146,Y,0,DH1 DH4
8102,AL18,AL18,YFC,56,YYZ,193,Y,0,DH4
8103,AL18,AL18,YGK,61,YYZ,193,Y,0,BEH
8104,AL18,AL18,YGP,63,YGR,65,Y,0,DH3 DH1
8105,AL18,AL18,YGP,63,YQB,111,Y,0,DH1 DH3
8106,AL18,AL18,YGR,65,YGP,63,Y,0,DH1 DH3
8107,AL18,AL18,YHZ,73,BOS,3448,Y,0,CRJ
8108,AL18,AL18,YHZ,73,LHR,507,,0,763
8109,AL18,AL18,YHZ,73,ORD,3830,Y,0,ERJ
8110,AL18,AL18,YHZ,73,YDF,45,Y,0,DH1 CRJ
8111,AL18,AL18,YHZ,73,YFC,56,,0,BEH
8112,AL18,AL18,YHZ,73,YOW,100,,0,E90
8113,AL18,AL18,YHZ,73,YQM,117,,0,BEH
8114,AL18,AL18,YHZ,73,YQX,125,Y,0,CRJ CRA
8115,AL18,AL18,YHZ,73,YQY,126,Y,0,DH1
8116,AL18,AL18,YHZ,73,YSJ,135,,0,BEH
8117,AL18,AL18,YHZ,73,YUL,146,,0,320 E90 319 E75
8118,AL18,AL18,YHZ,73,YYG,182,,0,BEH
8119,AL18,AL18,YHZ,73,YYR,188,Y,0,CRJ
8120,AL18,AL18,YHZ,73,YYT,189,,0,E90
8121,AL18,AL18,YHZ,73,YYZ,193,,0,E90 320 763 319
8122,AL18,AL18,YKA,78,YVR,156,Y,0,DH3
8123,AL18,AL18,YKA,78,YYC,178,Y,0,DH3
8124,AL18,AL18,YLW,87,LAX,3484,Y,0,CR7
8125,AL18,AL18,YLW,87,YVR,156,Y,0,DH3 CRJ
8126,AL18,AL18,YLW,87,YYC,178,Y,0,DH3 CRJ
8127,AL18,AL18,YMM,90,DEN,3751,Y,0,CR7
8128,AL18,AL18,YMM,90,YEG,49,Y,0,DH4
8129,AL18,AL18,YMM,90,YVR,156,Y,0,CRJ
8130,AL18,AL18,YMM,90,YYC,178,Y,0,CRA DH4 CRJ
8131,AL18,AL18,YMM,90,YYZ,193,,0,E90 320 319
8132,AL18,AL18,YOW,100,BOS,3448,Y,0,DH1
8133,AL18,AL18,YOW,100,DCA,3520,Y,0,CRJ
8134,AL18,AL18,YOW,100,FRA,340,,0,333
8135,AL18,AL18,YOW,100,IAD,3714,Y,0,ERJ
8136,AL18,AL18,YOW,100,LGA,3697,Y,0,CRJ
8137,AL18,AL18,YOW,100,LHR,507,,0,763
8138,AL18,AL18,YOW,100,ORD,3830,Y,0,ERJ E70
8139,AL18,AL18,YOW,100,YEG,49,,0,E90 320
8140,AL18,AL18,YOW,100,YFC,56,Y,0,DH1
8141,AL18,AL18,YOW,100,YHZ,73,,0,E90
8142,AL18,AL18,YOW,100,YQB,111,Y,0,DH1
8143,AL18,AL18,YOW,100,YQM,117,Y,0,CRJ
8144,AL18,AL18,YOW,100,YUL,146,,0,E90
8145,AL18,AL18,YOW,100,YVR,156,,0,320 763
8146,AL18,AL18,YOW,100,YWG,160,Y,0,CRA
8147,AL18,AL18,YOW,100,YXU,174,Y,0,DH1
8148,AL18,AL18,YOW,100,YYC,178,,0,E90 320
8149,AL18,AL18,YOW,100,YYT,189,Y,0,CRA
8150,AL18,AL18,YOW,100,YYZ,193,,0,320 319 E90 763 E75
8151,AL18,AL18,YPR,108,YVR,156,Y,0,DH3
8152,AL18,AL18,YQB,111,ORD,3830,Y,0,ERJ
8153,AL18,AL18,YQB,111,YGP,63,Y,0,DH3 DH1
8154,AL18,AL18,YQB,111,YOW,100,Y,0,DH1
8155,AL18,AL18,YQB,111,YUL,146,Y,0,DH4 DH1 DH3
8156,AL18,AL18,YQB,111,YYZ,193,Y,0,DH4
8157,AL18,AL18,YQB,111,YZV,202,Y,0,DH1
8158,AL18,AL18,YQF,112,YYC,178,,0,BEH
8159,AL18,AL18,YQG,113,YYZ,193,,0,319
8160,AL18,AL18,YQL,116,YYC,178,Y,0,BEH
8161,AL18,AL18,YQM,117,YHZ,73,,0,BEH
8162,AL18,AL18,YQM,117,YOW,100,Y,0,CRJ
8163,AL18,AL18,YQM,117,YUL,146,Y,0,DH4
8164,AL18,AL18,YQM,117,YYZ,193,Y,0,DH4 CRJ
8165,AL18,AL18,YQQ,119,YVR,156,Y,0,BEH
8166,AL18,AL18,YQR,120,DEN,3751,Y,0,CRJ
8167,AL18,AL18,YQR,120,ORD,3830,Y,0,CRJ
8168,AL18,AL18,YQR,120,YEG,49,Y,0,DH3
8169,AL18,AL18,YQR,120,YVR,156,Y,0,CRJ
8170,AL18,AL18,YQR,120,YWG,160,Y,0,CRJ
8171,AL18,AL18,YQR,120,YYC,178,Y,0,DH4
8172,AL18,AL18,YQR,120,YYZ,193,,0,E90
8173,AL18,AL18,YQT,121,YWG,160,Y,0,CRJ
8174,AL18,AL18,YQT,121,YYZ,193,Y,0,CRJ DH4
8175,AL18,AL18,YQU,122,YEG,49,Y,0,DH3
8176,AL18,AL18,YQU,122,YYC,178,Y,0,DH3 DH4
8177,AL18,AL18,YQX,125,YHZ,73,Y,0,CRA CRJ
8178,AL18,AL18,YQX,125,YYR,188,Y,0,BEH
8179,AL18,AL18,YQX,125,YYT,189,Y,0,BEH
8180,AL18,AL18,YQY,126,YHZ,73,Y,0,DH1
8181,AL18,AL18,YQY,126,YYZ,193,Y,0,CRJ
8182,AL18,AL18,YQZ,127,YVR,156,Y,0,BEH
8183,AL18,AL18,YQZ,127,YWL,162,,0,BEH
8184,AL18,AL18,YSB,133,YYZ,193,Y,0,DH1
8185,AL18,AL18,YSJ,135,YHZ,73,,0,BEH
8186,AL18,AL18,YSJ,135,YUL,146,Y,0,DH1
8187,AL18,AL18,YSJ,135,YYZ,193,Y,0,DH4
8188,AL18,AL18,YTS,143,YYZ,193,Y,0,DH1
8189,AL18,AL18,YTZ,144,YUL,146,Y,0,DH4
8190,AL18,AL18,YUL,146,AZS,5810,,0,320
8191,AL18,AL18,YUL,146,BDL,3825,Y,0,BEH
8192,AL18,AL18,YUL,146,BOS,3448,Y,0,CRJ DH3
8193,AL18,AL18,YUL,146,BRU,302,,0,333
8194,AL18,AL18,YUL,146,CCC,1901,,0,319
8195,AL18,AL18,YUL,146,CDG,1382,,0,77W
8196,AL18,AL18,YUL,146,CUN,1852,,0,319
8197,AL18,AL18,YUL,146,CZM,1800,,0,319
8198,AL18,AL18,YUL,146,DCA,3520,Y,0,CRJ
8199,AL18,AL18,YUL,146,DEN,3751,,0,E90
8200,AL18,AL18,YUL,146,EWR,3494,Y,0,CRJ
8201,AL18,AL18,YUL,146,FDF,2878,,0,319
8202,AL18,AL18,YUL,146,FLL,3533,,0,320
8203,AL18,AL18,YUL,146,FRA,340,,0,333
8204,AL18,AL18,YUL,146,GVA,1665,,0,333
8205,AL18,AL18,YUL,146,HOG,1910,,0,319
8206,AL18,AL18,YUL,146,IAD,3714,Y,0,CR7 ERJ CRJ
8207,AL18,AL18,YUL,146,IAH,3550,Y,0,E70
8208,AL18,AL18,YUL,146,LAS,3877,,0,763
8209,AL18,AL18,YUL,146,LAX,3484,,0,319
8210,AL18,AL18,YUL,146,LGA,3697,,0,E75
8211,AL18,AL18,YUL,146,LHR,507,,0,77W
8212,AL18,AL18,YUL,146,MBJ,1780,,0,319
8213,AL18,AL18,YUL,146,MCO,3878,,0,319
8214,AL18,AL18,YUL,146,MUC,346,Y,0,333
8215,AL18,AL18,YUL,146,ORD,3830,,0,E75
8216,AL18,AL18,YUL,146,PAP,1897,,0,763
8217,AL18,AL18,YUL,146,PTP,2881,,0,319
8218,AL18,AL18,YUL,146,PUJ,1760,,0,319
8219,AL18,AL18,YUL,146,SFO,3469,,0,319
8220,AL18,AL18,YUL,146,SNU,1918,,0,319
8221,AL18,AL18,YUL,146,VRA,1923,,0,320
8222,AL18,AL18,YUL,146,YBC,27,Y,0,DH1
8223,AL18,AL18,YUL,146,YBG,28,Y,0,DH1
8224,AL18,AL18,YUL,146,YEG,49,,0,320
8225,AL18,AL18,YUL,146,YFC,56,Y,0,DH4 DH1
8226,AL18,AL18,YUL,146,YHZ,73,,0,320 E90 E75 319
8227,AL18,AL18,YUL,146,YOW,100,,0,E90 320
8228,AL18,AL18,YUL,146,YQB,111,Y,0,DH3 DH1 DH4
8229,AL18,AL18,YUL,146,YQM,117,Y,0,DH4
8230,AL18,AL18,YUL,146,YSJ,135,Y,0,DH1
8231,AL18,AL18,YUL,146,YTZ,144,Y,0,DH4
8232,AL18,AL18,YUL,146,YUY,149,Y,0,DH1
8233,AL18,AL18,YUL,146,YVO,153,Y,0,DH1
8234,AL18,AL18,YUL,146,YVR,156,,0,321 320 333 319
8235,AL18,AL18,YUL,146,YWG,160,Y,0,CRA
8236,AL18,AL18,YUL,146,YYC,178,,0,E90 319 320
8237,AL18,AL18,YUL,146,YYG,182,Y,0,DH4
8238,AL18,AL18,YUL,146,YYT,189,,0,E90
8239,AL18,AL18,YUL,146,YYY,192,Y,0,DH1
8240,AL18,AL18,YUL,146,YYZ,193,,0,321 320 319 333 763 E75
8241,AL18,AL18,YUL,146,YZV,202,Y,0,DH1
8242,AL18,AL18,YUL,146,ZBF,5538,Y,0,DH3 DH1
8243,AL18,AL18,YUL,146,ZRH,1678,,0,330
8244,AL18,AL18,YUL,146,ZSA,1956,,0,319
8245,AL18,AL18,YUY,149,YUL,146,Y,0,DH1
8246,AL18,AL18,YUY,149,YVO,153,Y,0,DH1
8247,AL18,AL18,YVO,153,YUL,146,Y,0,DH1
8248,AL18,AL18,YVO,153,YUY,149,Y,0,DH1
8249,AL18,AL18,YVR,156,AKL,2006,,0,772
8250,AL18,AL18,YVR,156,DEN,3751,Y,0,320 319 CR7 737 739
8251,AL18,AL18,YVR,156,EWR,3494,,0,319
8252,AL18,AL18,YVR,156,FRA,340,Y,0,744
8253,AL18,AL18,YVR,156,HKG,3077,,0,77W
8254,AL18,AL18,YVR,156,HND,2359,,0,763
8255,AL18,AL18,YVR,156,HNL,3728,,0,763
8256,AL18,AL18,YVR,156,ICN,3930,,0,763
8257,AL18,AL18,YVR,156,LAS,3877,,0,319
8258,AL18,AL18,YVR,156,LAX,3484,,0,319
8259,AL18,AL18,YVR,156,LHR,507,,0,77W
8260,AL18,AL18,YVR,156,MEX,1824,,0,319
8261,AL18,AL18,YVR,156,MUC,346,Y,0,333
8262,AL18,AL18,YVR,156,NRT,2279,,0,763
8263,AL18,AL18,YVR,156,OGG,3456,,0,763
8264,AL18,AL18,YVR,156,ORD,3830,Y,0,320 319 738 737
8265,AL18,AL18,YVR,156,PDX,3720,Y,0,DH3
8266,AL18,AL18,YVR,156,PEK,3364,,0,77W 330
8267,AL18,AL18,YVR,156,PVG,3406,,0,763
8268,AL18,AL18,YVR,156,PVR,1836,,0,319
8269,AL18,AL18,YVR,156,SEA,3577,Y,0,DH3
8270,AL18,AL18,YVR,156,SFO,3469,,0,E90 320 319
8271,AL18,AL18,YVR,156,SYD,3361,,0,77L
8272,AL18,AL18,YVR,156,YBL,30,,1,BEH
8273,AL18,AL18,YVR,156,YCD,33,Y,0,DH3
8274,AL18,AL18,YVR,156,YCG,34,Y,0,DH3
8275,AL18,AL18,YVR,156,YEG,49,,0,E90 320
8276,AL18,AL18,YVR,156,YKA,78,Y,0,DH3
8277,AL18,AL18,YVR,156,YLW,87,Y,0,DH3 CRJ
8278,AL18,AL18,YVR,156,YMM,90,Y,0,CRJ
8279,AL18,AL18,YVR,156,YOW,100,,0,320 763
8280,AL18,AL18,YVR,156,YPR,108,Y,0,DH3
8281,AL18,AL18,YVR,156,YQR,120,Y,0,CRJ
8282,AL18,AL18,YVR,156,YQZ,127,,0,BEH
8283,AL18,AL18,YVR,156,YUL,146,,0,333 320 321
8284,AL18,AL18,YVR,156,YWG,160,,0,E90
8285,AL18,AL18,YVR,156,YWL,162,Y,0,BEH
8286,AL18,AL18,YVR,156,YXC,164,Y,0,DH3
8287,AL18,AL18,YVR,156,YXE,166,Y,0,CRJ
8288,AL18,AL18,YVR,156,YXJ,168,Y,0,DH4
8289,AL18,AL18,YVR,156,YXS,172,Y,0,DH4
8290,AL18,AL18,YVR,156,YXT,173,Y,0,DH3
8291,AL18,AL18,YVR,156,YXY,176,,0,E90
8292,AL18,AL18,YVR,156,YYC,178,,0,E90 319 320
8293,AL18,AL18,YVR,156,YYD,179,Y,0,DH3
8294,AL18,AL18,YVR,156,YYF,181,Y,0,DH3
8295,AL18,AL18,YVR,156,YYJ,184,Y,0,DH3 DH4
8296,AL18,AL18,YVR,156,YYZ,193,,0,320 319 77L 321 77W 763
8297,AL18,AL18,YVR,156,YZP,198,Y,0,DH3
8298,AL18,AL18,YWG,160,DEN,3751,Y,0,ERJ CRJ
8299,AL18,AL18,YWG,160,ORD,3830,Y,0,CRJ ERJ
8300,AL18,AL18,YWG,160,YEG,49,Y,0,CRJ
8301,AL18,AL18,YWG,160,YOW,100,Y,0,CRA
8302,AL18,AL18,YWG,160,YQR,120,Y,0,CRJ
